Augusta|KS|37.68668|-96.9767|9299
Baldwin City|KS|38.77501|-95.18636|4669
Basehor|KS|39.14167|-94.93858|5402
Baxter Springs|KS|37.02368|-94.7355|4028
Bellaire|KS|37.76251|-97.26699|3934
Beloit|KS|39.45612|-98.10616|3790
Bonner Springs|KS|39.05973|-94.88358|7606
Burlington|KS|38.19447|-95.74276|2615
Chanute|KS|37.67921|-95.4572|9252
Clay Center|KS|37.51946|-96.77114|4300
Clay Center|KS|39.37694|-97.12474|4173
Clearwater|KS|37.5028|-97.50449|2537
Coffeyville|KS|37.0373|-95.61637|9669
Columbus|KS|37.16923|-94.84412|3146
Concordia|KS|39.57084|-97.66254|5218
De Soto|KS|38.97917|-94.96858|6074
Derby|KS|37.54557|-97.26893|23509
Edwardsville|KS|39.06112|-94.81968|4390
El Dorado|KS|37.81724|-96.86225|12931
Ellsworth|KS|38.73056|-98.22811|3057
Emporia|KS|38.4039|-96.18166|24649
Eudora|KS|38.94334|-95.09858|6378
Fairway|KS|39.02223|-94.6319|3970
Fort Scott|KS|37.83976|-94.7083|7838
Galena|KS|37.0759|-94.63967|2930
Frontenac|KS|37.4556|-94.68913|3422
Gardner|KS|38.81084|-94.92719|20868
Garnett|KS|38.28058|-95.24192|3258
Girard|KS|37.51116|-94.83802|2760
Goddard|KS|37.65974|-97.57533|4719
Great Bend|KS|38.36446|-98.76481|15717
Hays|KS|38.87918|-99.32677|21092
Haysville|KS|37.56446|-97.35227|11212
Hesston|KS|38.13834|-97.43143|3813
Hiawatha|KS|39.8525|-95.53582|3095
Hillsboro|KS|38.35196|-97.20447|2869
Hoisington|KS|38.51807|-98.77814|2623
Holton|KS|39.46527|-95.73637|3263
Hutchinson|KS|38.06084|-97.92977|41569
Independence|KS|37.22424|-95.70831|8958
Iola|KS|37.92448|-95.39998|5470
Junction City|KS|39.02861|-96.8314|24621
Kansas City|KS|39.11417|-94.62746|152933
Kingman|KS|37.64585|-98.11367|3086
Lansing|KS|39.24861|-94.90024|11767
Larned|KS|38.18057|-99.09871|3967
Lawrence|KS|38.97167|-95.23525|93917
Leavenworth|KS|39.31111|-94.92246|35980
Leawood|KS|38.96667|-94.6169|34579
Lenexa|KS|38.95362|-94.73357|52490
Lindsborg|KS|38.57362|-97.67448|3383
Louisburg|KS|38.61946|-94.68079|4276
Lyons|KS|38.34501|-98.20173|3725
Maize|KS|37.77918|-97.46727|4362
Manhattan|KS|39.18361|-96.57167|56308
Marysville|KS|39.84111|-96.64724|3323
McPherson|KS|38.37084|-97.66421|13144
Merriam|KS|39.02362|-94.69357|11288
Mission|KS|39.02778|-94.65579|9491
Mission Hills|KS|39.01778|-94.6169|3601
Mulvane|KS|37.47446|-97.24393|6314
Newton|KS|38.04668|-97.34504|19216
Norton|KS|39.83389|-99.89151|2841
Olathe|KS|38.8814|-94.81913|134305
Osage City|KS|38.6339|-95.82582|2844
Osawatomie|KS|38.49724|-94.95052|4297
Ottawa|KS|38.61557|-95.26775|12387
Overland Park|KS|38.98223|-94.67079|186515
Paola|KS|38.57224|-94.87913|5527
Park City|KS|37.80001|-97.31838|7618
Parsons|KS|37.34034|-95.26108|10090
Phillipsburg|KS|39.75612|-99.32399|2524
Pittsburg|KS|37.41088|-94.70496|20409
Prairie Village|KS|38.99167|-94.63357|21877
Pratt|KS|37.64391|-98.73759|6849
Roeland Park|KS|39.03751|-94.63218|6827
Rose Hill|KS|37.55835|-97.13504|3995
Russell|KS|38.89527|-98.86103|4534
Sabetha|KS|39.90222|-95.80082|2585
Saint Marys|KS|39.19416|-96.0711|2627
Salina|KS|38.84028|-97.61142|47813
Shawnee|KS|39.04167|-94.72024|65046
South Hutchinson|KS|38.02807|-97.94033|2556
Spring Hill|KS|38.74306|-94.82552|5981
Tonganoxie|KS|39.10972|-95.08775|5248
Topeka|KS|39.04833|-95.67804|125963
Valley Center|KS|37.83473|-97.37338|7222
Wamego|KS|39.20194|-96.305|4627
Wellington|KS|37.2653|-97.37171|7987
Wichita|KS|37.69224|-97.33754|396119
Winfield|KS|37.23975|-96.99559|12204
Alexandria|KY|38.95951|-84.38799|9009
Ashland|KY|38.47841|-82.63794|21108
Barbourville|KY|36.86648|-83.88881|3174
Bardstown|KY|37.80923|-85.4669|13091
Beaver Dam|KY|37.40199|-86.87583|3618
Bellevue|KY|39.10645|-84.47883|5892
Benton|KY|36.85728|-88.35031|4357
Berea|KY|37.56869|-84.29632|14882
Bowling Green|KY|36.99032|-86.4436|63616
Brandenburg|KY|37.99896|-86.16941|2852
Buckner|KY|38.38368|-85.43996|5837
Buechel|KY|38.19507|-85.6519|7287
Burlington|KY|39.02756|-84.72411|15926
Cadiz|KY|36.86505|-87.8353|2626
Calvert City|KY|37.03339|-88.35004|2532
Campbellsville|KY|37.3434|-85.34191|11237
Carrollton|KY|38.6809|-85.1794|3886
Central City|KY|37.29393|-87.12333|5892
Cold Spring|KY|39.02173|-84.43994|6170
Columbia|KY|37.10284|-85.30635|4644
Corbin|KY|36.9487|-84.09688|7389
Covington|KY|39.08367|-84.50855|40997
Crescent Springs|KY|39.05145|-84.58161|4010
Crestview Hills|KY|39.02728|-84.58494|3340
Crestwood|KY|38.32424|-85.47246|4847
Crittenden|KY|38.78284|-84.60522|3848
Cynthiana|KY|38.39035|-84.2941|6423
Danville|KY|37.64563|-84.77217|16690
Dawson Springs|KY|37.16727|-87.69251|2737
Dayton|KY|39.11284|-84.47272|5433
Douglass Hills|KY|38.23785|-85.55274|5669
Eddyville|KY|37.0945|-88.0803|2577
Edgewood|KY|39.01867|-84.58189|8769
Elizabethtown|KY|37.69395|-85.85913|29678
Elsmere|KY|39.01256|-84.60467|8536
Eminence|KY|38.37007|-85.18051|2535
Erlanger|KY|39.01673|-84.60078|18797
Fairdale|KY|38.10507|-85.75885|8148
Fern Creek|KY|38.15979|-85.58774|18409
Flatwoods|KY|38.52258|-82.71711|7335
Flemingsburg|KY|38.4223|-83.73381|2894
Florence|KY|38.99895|-84.62661|32227
Fort Mitchell|KY|39.0595|-84.54744|8306
Fort Thomas|KY|39.07506|-84.44716|16398
Fort Wright|KY|39.05173|-84.53411|5781
Francisville|KY|39.10506|-84.72439|7944
Frankfort|KY|38.20091|-84.87328|28391
Franklin|KY|36.72226|-86.57722|8787
Georgetown|KY|38.2098|-84.55883|32356
Glasgow|KY|36.99588|-85.91192|14470
Graymoor-Devondale|KY|38.27313|-85.62302|2950
Grayson|KY|38.33258|-82.9485|4058
Greenville|KY|37.20115|-87.17889|4395
Harrodsburg|KY|37.7623|-84.84329|8394
Hartford|KY|37.45116|-86.90916|2750
Hazard|KY|37.24954|-83.19323|5341
Hebron|KY|39.06589|-84.70106|5929
Henderson|KY|37.83615|-87.59001|28890
Hendron|KY|37.0395|-88.62922|4687
Highland Heights|KY|39.03312|-84.45189|7183
Highview|KY|38.14285|-85.62413|15167
Hillview|KY|38.06979|-85.68551|8080
Hodgenville|KY|37.57395|-85.73996|3256
Hopkinsville|KY|36.86561|-87.49117|32205
Hurstbourne|KY|38.23813|-85.58829|4359
Independence|KY|38.94312|-84.54411|26819
Indian Hills|KY|38.27257|-85.66274|2959
Jeffersontown|KY|38.19424|-85.5644|26946
Knottsville|KY|37.77172|-86.90416|6270
La Grange|KY|38.40757|-85.37885|8619
Lakeside Park|KY|39.03562|-84.56911|2779
Lancaster|KY|37.61952|-84.578|3864
Lawrenceburg|KY|38.0373|-84.89662|11103
Lebanon|KY|37.56979|-85.25274|5680
Leitchfield|KY|37.48005|-86.29386|6873
Lexington|KY|37.98869|-84.47772|320347
Lexington-Fayette|KY|38.0498|-84.45855|314488
London|KY|37.12898|-84.08326|8126
Louisville|KY|38.25424|-85.75941|624444
Ludlow|KY|39.09256|-84.54744|4551
Lyndon|KY|38.25674|-85.60163|11372
Madisonville|KY|37.3281|-87.49889|19539
Marion|KY|37.33283|-88.08113|2986
Massac|KY|37.029|-88.686|4505
Mayfield|KY|36.74172|-88.63672|10080
Maysville|KY|38.64119|-83.74437|8819
Meads|KY|38.41258|-82.70905|288649
Middlesboro|KY|36.60842|-83.71658|10730
Middletown|KY|38.24535|-85.53885|7874
Monticello|KY|36.82979|-84.84911|6090
Morehead|KY|38.18397|-83.43268|7045
Morehead|KY|37.27115|-87.17638|7622
Morganfield|KY|37.68338|-87.91669|3578
Mount Sterling|KY|38.05647|-83.94326|7208
Mount Vernon|KY|38.02563|-84.49522|2583
Mount Washington|KY|38.05006|-85.54579|14028
Murray|KY|36.61033|-88.31476|18954
Newburg|KY|38.16007|-85.65968|19967
Newport|KY|39.09145|-84.49578|15354
Nicholasville|KY|37.88063|-84.573|29754
Oak Grove|KY|36.66505|-87.44279|7444
Oak Grove|KY|37.34421|-86.75471|7989
Oakbrook|KY|38.99978|-84.68522|9036
Okolona|KY|38.14118|-85.68774|17134
Owensboro|KY|37.77422|-87.11333|59042
Paintsville|KY|37.81454|-82.80711|4249
Park Hills|KY|39.07145|-84.53217|3007
Paris|KY|38.2098|-84.25299|9870
Pikeville|KY|37.47927|-82.51876|7012
Pioneer Village|KY|38.06062|-85.67774|2840
Pleasure Ridge Park|KY|38.14535|-85.8583|25813
Prestonsburg|KY|37.66565|-82.77155|3347
Princeton|KY|37.10922|-87.88196|6174
Prospect|KY|38.34507|-85.61552|4881
Providence|KY|38.57451|-85.22107|3492
Providence|KY|37.39755|-87.76279|3065
Radcliff|KY|37.84035|-85.94913|22387
Reidland|KY|37.01756|-88.53143|4491
Richmond|KY|37.74786|-84.29465|33533
Russell|KY|38.5173|-82.69766|3260
Russell Springs|KY|37.05618|-85.08857|2511
Russellville|KY|36.84532|-86.88722|7056
Saint Matthews|KY|38.25285|-85.65579|17472
Scottsville|KY|36.75338|-86.19054|4411
Shelbyville|KY|38.21201|-85.22357|15253
Shepherdsville|KY|37.9884|-85.71579|11967
Shively|KY|38.20007|-85.82274|15713
Simpsonville|KY|38.22257|-85.35523|2702
Somerset|KY|37.09202|-84.60411|11439
Southgate|KY|39.072|-84.47272|3856
Springfield|KY|37.68534|-85.22218|3055
Saint Dennis|KY|38.1884|-85.8458|9177
Stanford|KY|37.53119|-84.66189|3675
Stanton|KY|37.84564|-83.85825|2666
Taylor Mill|KY|38.99756|-84.49633|6769
Union|KY|38.9459|-84.6805|5795
Valley Station|KY|38.11118|-85.87024|22756
Versailles|KY|38.05258|-84.72995|9146
Villa Hills|KY|39.06339|-84.593|7468
Vine Grove|KY|37.81007|-85.98135|5760
Walton|KY|38.87562|-84.61022|3907
West Liberty|KY|37.92148|-83.25962|3330
Westwood|KY|38.48314|-82.66988|4746
Wilder|KY|39.05645|-84.48689|3088
Williamsburg|KY|36.74342|-84.15966|5293
Williamstown|KY|38.63812|-84.5605|3943
Wilmore|KY|37.86202|-84.66161|6247
Winchester|KY|37.99008|-84.17965|18446
Abbeville|LA|29.97465|-92.13429|12434
Addis|LA|30.3538|-91.26539|4589
Alexandria|LA|31.31129|-92.44514|47889
Amite|LA|30.72657|-90.50898|4640
Arabi|LA|29.95437|-90.00535|3635
Arcadia|LA|32.54904|-92.92016|2861
Avondale|LA|29.91298|-90.20369|4954
Baker|LA|30.58824|-91.16816|13695
Ball|LA|31.41546|-92.4118|3990
Bastrop|LA|32.77828|-91.91144|10713
Baton Rouge|LA|30.44332|-91.18747|227470
Bawcomville|LA|32.47042|-92.16736|3588
Bayou Boeuf|LA|29.86937|-90.59675|14195
Bayou Cane|LA|29.6241|-90.7512|19355
Bayou Vista|LA|29.68965|-91.27094|4652
Belle Chasse|LA|29.85493|-89.99063|12679
Berwick|LA|29.69465|-91.21899|4765
Blanchard|LA|32.58098|-93.89268|2935
Bogalusa|LA|30.79102|-89.84869|11933
Bossier City|LA|32.51599|-93.73212|68094
Bourg|LA|29.55355|-90.60231|2579
Boutte|LA|29.90243|-90.38814|3075
Breaux Bridge|LA|30.27353|-91.89928|8395
Bridge City|LA|29.93326|-90.17007|7706
Broussard|LA|30.14715|-91.96123|11303
Brownsfield|LA|30.54658|-91.12066|5401
Brownsville|LA|32.48709|-92.1543|4317
Brusly|LA|30.39436|-91.25372|2785
Bunkie|LA|30.95325|-92.18263|4066
Carencro|LA|30.31714|-92.04901|8575
Carlyss|LA|30.16882|-93.37599|4670
Central|LA|30.55435|-91.03677|28295
Chackbay|LA|29.88354|-90.79732|5177
Chalmette|LA|29.94296|-89.96537|16751
Chauvin|LA|29.43855|-90.59537|2912
Church Point|LA|30.40298|-92.21513|4521
Claiborne|LA|32.51598|-92.1918|11507
Covington|LA|30.47549|-90.10042|9928
Crowley|LA|30.21409|-92.37458|13144
Cut Off|LA|29.54272|-90.33814|5976
DeQuincy|LA|30.45048|-93.43322|3161
DeRidder|LA|30.84631|-93.28905|10890
Delhi|LA|32.45764|-91.49317|2900
Denham Springs|LA|30.4874|-90.95753|10125
Des Allemands|LA|29.82382|-90.47508|2505
Destrehan|LA|29.94322|-90.35345|11535
Donaldsonville|LA|30.10114|-90.99412|7792
Eastwood|LA|32.55626|-93.56712|4093
Eden Isle|LA|30.22853|-89.79867|7041
Elmwood|LA|29.95659|-90.1898|4635
Estelle|LA|29.84576|-90.10674|16377
Eunice|LA|30.49437|-92.41763|10310
Farmerville|LA|32.77347|-92.4057|3862
Ferriday|LA|31.63017|-91.55456|3375
Franklin|LA|29.79604|-91.5015|7302
Franklinton|LA|30.84731|-90.15527|3782
Galliano|LA|29.44216|-90.29925|7676
Gardere|LA|30.34575|-91.14011|10580
Garyville|LA|30.05604|-90.61926|2811
Gonzales|LA|30.23853|-90.9201|10678
Grambling|LA|32.52765|-92.71404|5209
Gramercy|LA|30.04742|-90.68981|3457
Gray|LA|29.69771|-90.78648|5584
Greenwood|LA|32.44293|-93.97296|3191
Greenwood|LA|30.54491|-91.10677|2508
Gretna|LA|29.91465|-90.05396|17880
Hahnville|LA|29.97659|-90.40897|3344
Hammond|LA|30.50463|-90.46293|20480
Harahan|LA|29.94048|-90.20313|9350
Harvey|LA|29.90354|-90.07729|20348
Haughton|LA|32.53265|-93.50406|3334
Homer|LA|32.79192|-93.05503|3005
Houma|LA|29.59577|-90.71953|34287
Inniswold|LA|30.40491|-91.08344|6180
Iowa|LA|30.23687|-93.01376|3219
Jackson|LA|30.8374|-91.21761|3788
Jeanerette|LA|29.91104|-91.66345|5527
Jefferson|LA|29.96604|-90.15313|11193
Jena|LA|31.68323|-92.13374|3417
Jennings|LA|30.22243|-92.65708|10180
Jonesboro|LA|32.24127|-92.71599|4587
Kaplan|LA|29.99798|-92.28485|4617
Kenner|LA|29.99409|-90.24174|67091
Lacombe|LA|30.31353|-89.94313|8679
Lafayette|LA|30.22409|-92.01984|121374
Lake Arthur|LA|30.08076|-92.67153|2742
Lake Charles|LA|30.21309|-93.2044|76070
Lake Providence|LA|32.80499|-91.17098|3715
Laplace|LA|30.06698|-90.48147|29872
Larose|LA|29.57244|-90.38175|7400
Leesville|LA|31.14352|-93.261|6333
Lockport|LA|29.64605|-90.53925|2531
Luling|LA|29.93215|-90.36647|12119
Lutcher|LA|30.04048|-90.69898|3373
Mamou|LA|30.63381|-92.4193|3181
Mandeville|LA|30.35825|-90.06563|12345
Mansfield|LA|32.03766|-93.70018|4946
Many|LA|31.56878|-93.48406|2790
Marksville|LA|31.12797|-92.06624|5533
Marrero|LA|29.89937|-90.10035|33141
Meraux|LA|29.93017|-89.91623|5816
Merrydale|LA|30.5013|-91.10844|9772
Metairie|LA|29.98409|-90.15285|138481
Metairie Terrace|LA|29.97854|-90.16396|142489
Milton|LA|30.10381|-92.07651|3030
Minden|LA|32.61543|-93.28684|12690
Monroe|LA|32.50931|-92.1193|49598
Monticello|LA|30.48908|-91.04872|5172
Morgan City|LA|29.69937|-91.20677|11835
Moss Bluff|LA|30.3027|-93.19071|11557
Natalbany|LA|30.54622|-90.48619|2984
Natchitoches|LA|31.76072|-93.08627|18365
New Iberia|LA|30.00354|-91.81873|30754
New Orleans|LA|29.95465|-90.07507|362701
New Roads|LA|30.70157|-91.43622|4697
Norco|LA|29.99909|-90.4123|3074
Oak Hills Place|LA|30.35992|-91.0876|8195
Oakdale|LA|30.81603|-92.66042|7710
Old Jefferson|LA|30.38269|-91.01705|6980
Opelousas|LA|30.53353|-92.08151|16591
Patterson|LA|29.69326|-91.30205|6106
Pearl River|LA|30.37603|-89.7484|2530
Pierre Part|LA|29.9652|-91.20316|3169
Pineville|LA|31.3224|-92.4343|14403
Plaquemine|LA|30.29005|-91.23497|6871
Ponchatoula|LA|30.4388|-90.44148|7068
Port Allen|LA|30.45214|-91.21011|5130
Prairieville|LA|30.30297|-90.97205|26895
Prien|LA|30.18187|-93.27377|7810
Raceland|LA|29.72743|-90.59898|10193
Rayne|LA|30.23493|-92.26846|8016
Rayville|LA|32.47736|-91.75485|3664
Reserve|LA|30.05381|-90.55175|9766
Richwood|LA|32.44876|-92.08486|3474
River Ridge|LA|29.9602|-90.21563|13494
Ruston|LA|32.52321|-92.63793|22340
Saint Gabriel|LA|30.2577|-91.09927|6677
Saint Martinville|LA|30.1252|-91.83345|6114
Saint Rose|LA|29.94687|-90.32313|8122
Schriever|LA|29.74215|-90.81037|6853
Scott|LA|30.23576|-92.09457|9018
Shenandoah|LA|30.4013|-91.00094|18399
Shreveport|LA|32.52515|-93.75018|187593
Slidell|LA|30.27519|-89.78117|27942
South Vacherie|LA|29.94283|-90.69348|3642
Springhill|LA|33.00597|-93.46684|5097
Sulphur|LA|30.23659|-93.37738|20189
Sunset|LA|30.41131|-92.06845|2967
Swartz|LA|32.56875|-91.98513|4536
Tallulah|LA|32.40848|-91.18678|6995
Terrytown|LA|29.91021|-90.03257|23319
Thibodaux|LA|29.79576|-90.82287|14584
Timberlane|LA|29.87743|-90.03202|10243
Vidalia|LA|31.56544|-91.42595|4112
Village Saint George|LA|30.36214|-91.06733|7104
Ville Platte|LA|30.68797|-92.27152|7264
Vinton|LA|30.19076|-93.58127|3355
Violet|LA|29.89576|-89.89784|4973
Vivian|LA|32.87153|-93.9874|3626
Waggaman|LA|29.91854|-90.21091|10015
Walker|LA|30.48797|-90.86149|6318
Welsh|LA|30.23604|-92.82265|3227
West Monroe|LA|32.51848|-92.14764|12966
Westlake|LA|30.24215|-93.25071|4615
Westwego|LA|29.90604|-90.1423|8542
Westminster|LA|30.4138|-91.0876|3008
Winnfield|LA|31.92558|-92.64131|4565
Winnsboro|LA|32.16321|-91.72068|4762
Woodmere|LA|29.85798|-90.08035|12080
Zachary|LA|30.64852|-91.1565|16448
Youngsville|LA|30.09965|-91.99012|11961
Aberdeen|MD|39.50956|-76.16412|15580
Abingdon|MD|39.46233|-76.27912|4826
Accokeek|MD|38.66762|-77.02831|10573
Adelphi|MD|39.00317|-76.97192|15086
Annapolis|MD|38.97859|-76.49184|40812
Arbutus|MD|39.25455|-76.69997|20483
Arlington|MD|39.34857|-76.68324|3065
Armistead Gardens|MD|39.30177|-76.54941|3779
Arnold|MD|39.03206|-76.50274|23106
Aspen Hill|MD|39.07955|-77.07303|48759
Baltimore|MD|39.29038|-76.61219|585708
Baltimore Highlands|MD|39.23316|-76.63663|7019
Ballenger Creek|MD|39.3726|-77.43526|18274
Beechfield|MD|39.27177|-76.69275|4013
Bel Air|MD|39.53594|-76.34829|10190
Beltsville|MD|39.03483|-76.90747|16772
Bennsville|MD|38.60929|-77.0122|11923
Berlin|MD|38.32262|-75.21769|5065
Berwyn Heights|MD|38.994|-76.91053|3280
Bethesda|MD|38.98067|-77.10026|60858
Bladensburg|MD|38.93928|-76.93386|9640
Boonsboro|MD|39.50621|-77.65249|3455
Bowie|MD|38.94278|-76.73028|58025
Bowleys Quarters|MD|39.33539|-76.39024|6755
Braddock Heights|MD|39.41871|-77.5036|2608
Brandywine|MD|38.69678|-76.84775|6719
Brentwood|MD|38.94317|-76.95664|3191
Brock Hall|MD|38.85011|-76.76108|9552
Brooklyn|MD|39.23039|-76.60219|9549
Brooklyn Park|MD|39.22844|-76.61636|14373
Brookmont|MD|38.94206|-77.12026|3468
Brunswick|MD|39.31427|-77.62777|6116
Bryans Road|MD|38.62706|-77.07303|7244
Burtonsville|MD|39.11122|-76.93248|8323
California|MD|38.3004|-76.50745|11857
Calverton|MD|39.05761|-76.93581|17724
Cambridge|MD|38.56317|-76.07883|12507
Camp Springs|MD|38.804|-76.90664|19096
Canton|MD|39.28039|-76.56663|12731
Cape Saint Claire|MD|39.04317|-76.44496|8747
Capitol Heights|MD|38.88511|-76.91581|4574
Carney|MD|39.39427|-76.52358|29941
Catonsville|MD|39.27205|-76.73192|41567
Cedonia|MD|39.33221|-76.53206|3168
Centreville|MD|39.04178|-76.06633|4627
Charles Village|MD|39.32316|-76.6133|8267
Cherry Hill|MD|39.25483|-76.63441|7647
Chesapeake Beach|MD|38.68623|-76.53468|5873
Chesapeake Ranch Estates|MD|38.34624|-76.41773|10519
Chester|MD|38.97539|-76.2894|4167
Chestertown|MD|39.209|-76.06661|5093
Cheswolde|MD|39.364|-76.68914|7592
Cheverly|MD|38.92817|-76.91581|6485
Chevy Chase|MD|39.00287|-77.07115|9545
Chillum|MD|38.96372|-76.99081|33513
Clarksburg|MD|39.23872|-77.27943|13766
Clover Hill|MD|39.45621|-77.42887|3542
Cloverly|MD|39.10816|-76.99775|15126
Clinton|MD|38.76511|-76.89831|35970
Cockeysville|MD|39.48122|-76.64386|20776
Colesville|MD|39.07566|-77.00192|14647
College Park|MD|38.98067|-76.93692|32301
Columbia|MD|39.24038|-76.83942|99615
Coral Hills|MD|38.87039|-76.92108|9895
Cresaptown|MD|39.59287|-78.83335|4592
Crofton|MD|39.00178|-76.68747|27348
Crisfield|MD|37.98346|-75.85382|2655
Croom|MD|38.75262|-76.76386|2631
Curtis Bay|MD|39.22677|-76.58802|3759
Cumberland|MD|39.65287|-78.76252|20130
Damascus|MD|39.28844|-77.20387|15257
Darnestown|MD|39.10344|-77.29082|6802
Davidsonville|MD|38.92289|-76.6283|8000
Deale|MD|38.77651|-76.55524|4945
Denton|MD|38.88456|-75.82716|4349
District Heights|MD|38.85761|-76.88942|6144
Drum Point|MD|38.32679|-76.42606|2731
Dundalk|MD|39.25066|-76.52052|63597
Dunkirk|MD|38.72178|-76.66052|2509
Dunkirk Town Center|MD|38.72039|-76.65857|2520
East Riverdale|MD|38.958|-76.911|15509
Easton|MD|38.77428|-76.07633|16617
Edgemere|MD|39.24205|-76.44802|8669
Edgewater|MD|38.938|-76.557|9023
Edgewood|MD|39.41872|-76.2944|25562
Edmondson Village|MD|39.29511|-76.68164|3642
Eldersburg|MD|39.40371|-76.95026|30531
Elkton|MD|39.60678|-75.83327|15782
Elkridge|MD|39.21261|-76.71358|15593
Ellicott City|MD|39.26733|-76.79831|65834
Emmitsburg|MD|39.70454|-77.32693|3021
Essex|MD|39.30927|-76.47496|39262
Fairland|MD|39.07622|-76.95775|23681
Fallstaff|MD|39.36844|-76.70664|4313
Fallston|MD|39.51455|-76.41107|8958
Federalsburg|MD|38.69428|-75.77216|2661
Fells Point|MD|39.28261|-76.5933|5057
Ferndale|MD|39.18316|-76.64024|16746
Forest Glen|MD|39.01455|-77.0547|6582
Forest Heights|MD|38.80956|-76.99803|2573
Forestville|MD|38.84511|-76.87497|12353
Fort George G Mead Junction|MD|39.12594|-76.78914|9505
Fort Washington|MD|38.70734|-77.02303|23717
Four Corners|MD|39.02039|-77.01275|7945
Frederick|MD|39.41427|-77.41054|69479
Friendly|MD|38.75178|-76.97859|9250
Friendship Village|MD|38.96289|-77.08887|4791
Frostburg|MD|39.65814|-78.92836|8667
Fruitland|MD|38.32206|-75.6202|5215
Gaithersburg|MD|39.14344|-77.20137|67456
Gambrills|MD|39.081|-76.658|2800
Garrison|MD|39.40594|-76.76053|8823
Germantown|MD|39.17316|-77.27165|86395
Glassmanor|MD|38.819|-76.99859|17295
Glen Burnie|MD|39.16261|-76.62469|67639
Glenarden|MD|38.92928|-76.86164|6326
Glenmont|MD|39.05789|-77.0497|13529
Glenn Dale|MD|38.98761|-76.82053|13466
Goddard|MD|38.98955|-76.85331|6177
Golden Beach|MD|38.48985|-76.68218|3796
Grasonville|MD|38.95817|-76.21023|3425
Green Haven|MD|39.13955|-76.54774|19326
Green Valley|MD|39.30927|-77.29721|12262
Greenbelt|MD|39.00455|-76.87553|24272
Gwynn Oak|MD|39.33261|-76.69275|47092
Hagerstown|MD|39.64176|-77.71999|40432
Halfway|MD|39.62065|-77.75888|10701
Hampden|MD|39.33094|-76.63497|7346
Hampstead|MD|39.60483|-76.84998|6359
Hampton|MD|39.42288|-76.58469|5052
Hanover|MD|39.19289|-76.72414|38088
Havre de Grace|MD|39.54928|-76.09162|13504
Herald Harbor|MD|39.05372|-76.56913|2603
Highlandtown|MD|39.2865|-76.56885|2915
Hillandale|MD|39.0265|-76.97414|6043
Hillcrest Heights|MD|38.83289|-76.95942|16469
Hillsmere Shores|MD|38.94011|-76.49496|2872
Homeland|MD|39.35816|-76.62441|3186
Howard Park|MD|39.33122|-76.69469|5057
Hunt Valley|MD|39.49983|-76.64108|23915
Huntingtown|MD|38.61595|-76.61302|2587
Huntingtown Town Center|MD|38.62095|-76.61607|3311
Hyattsville|MD|38.95594|-76.94553|18501
Ilchester|MD|39.25094|-76.76469|23476
Indian Head|MD|38.60012|-77.1622|3857
Irvington|MD|39.28288|-76.68608|4548
Jarrettsville|MD|39.60455|-76.47774|2916
Joppatowne|MD|39.414|-76.358|12616
Kemp Mill|MD|39.039|-77.01914|12564
Kettering|MD|38.88456|-76.81469|12790
Kingsville|MD|39.44872|-76.41774|4318
La Plata|MD|38.52929|-76.97525|9125
La Vale|MD|39.65564|-78.81058|3551
Lake Arbor|MD|38.90789|-76.82969|9776
Lake Shore|MD|39.10705|-76.48496|19477
Lakeland|MD|39.25816|-76.6508|4848
Landover|MD|38.934|-76.89664|23078
Langley Park|MD|38.98872|-76.98136|18755
Lanham|MD|38.96875|-76.8634|10157
Lansdowne|MD|39.24511|-76.66052|8409
Largo|MD|38.89761|-76.83025|10709
Lauraville|MD|39.34669|-76.57154|3759
Laurel|MD|39.09928|-76.84831|26215
Layhill|MD|39.09233|-77.04442|5169
Leonardtown|MD|38.29124|-76.63579|3633
Lexington Park|MD|38.26679|-76.45384|11626
Linganore|MD|39.411|-77.302|8543
Linthicum|MD|39.20511|-76.65275|10324
Lochearn|MD|39.34066|-76.72219|25333
Londontowne|MD|38.93345|-76.54941|8018
Lutherville|MD|39.42122|-76.62608|6504
Manchester|MD|39.66121|-76.88498|5408
Marlboro Meadows|MD|38.83622|-76.71497|3672
Marlow Heights|MD|38.83345|-76.95164|5618
Marlton|MD|38.77373|-76.78997|9031
Maryland City|MD|39.09205|-76.81775|16093
Maugansville|MD|39.69287|-77.74472|3071
Mayo|MD|38.88761|-76.5119|8298
Mays Chapel|MD|39.43316|-76.64941|11420
Mellwood|MD|38.81039|-76.82414|3051
Middle River|MD|39.33427|-76.43941|25191
Middletown|MD|39.44371|-77.54471|4469
Milford Mill|MD|39.34788|-76.76997|29042
Mitchellville|MD|38.92|-76.808|10967
Mondawmin|MD|39.31761|-76.65941|2900
Montgomery Village|MD|39.17677|-77.19526|32032
Morrell Park|MD|39.26455|-76.6608|3970
Mount Airy|MD|39.37621|-77.1547|9380
Mount Rainier|MD|38.9415|-76.96498|8475
Mount Washington|MD|39.36427|-76.67275|4111
New Carrollton|MD|38.96983|-76.87997|12786
North Bel Air|MD|39.53983|-76.35496|33925
North Bethesda|MD|39.04455|-77.11887|43828
North East|MD|39.60011|-75.94133|3723
North Kensington|MD|39.039|-77.071|9514
North Laurel|MD|39.139|-76.87053|4474
North Potomac|MD|39.08289|-77.26498|24410
Ocean City|MD|38.3365|-75.08491|7055
Ocean Pines|MD|38.39539|-75.15574|11710
